,lat,lon,years,storminess,sst,chla,velocity,salinity
1,70,0,2002,6.9120193554956,9.22187954076059,0.162721173018009,0.020687312940062,35.0252432760903
2,71,0,2002,6.01313585016294,8.19542195082867,0.237558731564199,0.071136100203915,34.9326913171871
3,72,0,2002,6.66899555787401,6.21737642603405,0.286067880906093,0.037269554216246,34.6513597655892
4,73,0,2002,6.49876733462936,5.55042625475735,0.056521963052812,0.021648345740015,34.4551869017348
5,74,0,2002,7.9947090641366,5.11689588865488,0.181076626808525,0.022863773161872,34.3753960260049
6,75,0,2002,6.67091812811561,5.0666831486738,0.379017790056762,0.016740536457534,34.4104752312059
7,76,0,2002,4.59021097451885,4.54481565957162,0.278766438271849,0.044378464580819,34.1389191798953
8,77,0,2002,3.58746931288725,3.31197921435765,0.311070832918572,0.031069819350179,33.7334149803132
9,78,0,2002,3.57519772410975,1.83026022615369,0.211208963385236,0.02197691090975,33.6605236651743
10,79,0,2002,1.33720985249316,-1.07388415794241,0.180672826824328,0.137111438139568,33.2894576198761
11,80,0,2002,NA,-1.78388891834018,0.044923820786817,0.147870705464626,33.0604123393366
12,81,0,2002,NA,-1.80689990350279,0.018350724577384,0.144567274318088,32.8817099025871
13,82,0,2002,NA,-1.7822251218346,NA,0.082381798981041,32.4347587217288
14,83,0,2002,NA,-1.77336418426979,NA,0.025423692243515,32.279641199383
15,84,0,2002,NA,-1.77150800191274,NA,0.034994037851028,32.2449294936361
16,85,0,2002,NA,NA,NA,NA,NA
17,70,1,2002,6.55823664547922,9.62943364818192,0.163119222164627,0.020817210393485,35.0668436956323
18,71,1,2002,5.94693841554771,8.31261225726018,0.171413820843113,0.043066994896291,34.9769850605397
19,72,1,2002,7.50610560078296,6.73668232692131,0.197201947977743,0.053480040338624,34.7247628070126
20,73,1,2002,4.63892001864841,5.59715227543264,0.099801633378413,0.024386106984421,34.5422721221641
21,74,1,2002,5.92014249877831,5.21095079670301,0.125104727518248,0.027473109391416,34.4646944942248
22,75,1,2002,5.32579659215845,5.43196932854472,0.325719690914553,0.016189457695222,34.5548331959833
23,76,1,2002,3.45068676337213,4.68619708207428,0.237443452078215,0.027505714259064,34.3461335958246
24,77,1,2002,3.06436381099237,3.77407120034312,0.318253710945544,0.027499214206101,34.0336098005292
25,78,1,2002,3.12906542476932,2.98098554502837,0.167894528961411,0.014707569925648,33.9673160721115
26,79,1,2002,2.29766395180872,-0.290725564407016,0.197888110362024,0.072321425365137,33.561601501694
27,80,1,2002,0.339397516885819,-1.64967399904678,0.053952348963291,0.070979257332164,33.3166341487466
28,81,1,2002,NA,-1.80801983475733,0.026288673771156,0.121760629846689,33.0599480182852
29,82,1,2002,NA,-1.78465163955276,NA,0.102636256645697,32.4759065103928
30,83,1,2002,NA,-1.77561960137962,NA,0.033805338875321,32.3226753502427
31,84,1,2002,NA,-1.77447374579049,NA,0.036409393296437,32.3034749565058
32,85,1,2002,NA,NA,NA,NA,NA
33,70,2,2002,5.99534950586291,9.96229030434878,0.251396970502224,0.023393598159714,35.0878014202312
34,71,2,2002,7.30633842309617,8.80485315282952,0.12454637917832,0.036953675446237,35.0231293978433
35,72,2,2002,8.2018847140002,7.26892965563874,0.205389508319874,0.059450844312579,34.79483775084
36,73,2,2002,3.76298956117953,5.74983906457672,0.165873134207167,0.026076432293138,34.6321931891019
37,74,2,2002,4.36607064620896,5.28790607290744,0.084671882011513,0.033287355952589,34.5187311143668
38,75,2,2002,4.20079778207969,5.65198306176575,0.195660050625691,0.015695882086088,34.6537814640071
39,76,2,2002,3.19380872918554,4.75870053278257,0.322629552414159,0.020396311881146,34.4761621341147
40,77,2,2002,3.94806439182622,4.24158028070817,0.296286897672052,0.031560745613788,34.3629607853532
41,78,2,2002,3.9395339023059,3.49836610658364,0.189463927440476,0.032973743371257,34.1716217608278
42,79,2,2002,3.40181877731946,0.69287109587905,0.157959708355223,0.030742960115753,33.7903220531872
43,80,2,2002,0.644345286911362,-1.27219494786569,0.042070964402377,0.031535191004391,33.5030604410698
44,81,2,2002,NA,-1.77330196586676,0.024949284098932,0.098427834558042,33.1839328604735
45,82,2,2002,NA,-1.79017870768856,NA,0.124149144801553,32.5704205200989
46,83,2,2002,NA,-1.77593210744938,NA,0.049952222719358,32.3296443049671
47,84,2,2002,NA,-1.77657287619747,NA,0.036682702639865,32.3368150483341
48,85,2,2002,NA,NA,NA,NA,NA
49,70,3,2002,5.7989297002168,9.98540471918978,0.319540829815691,0.011862185599942,35.0901169001618
50,71,3,2002,8.10940118965442,8.84302414308823,0.114939044822538,0.037026700497845,35.0244500714925
51,72,3,2002,7.70972984366125,7.55435657953741,0.272562832649079,0.057470824543115,34.838499221683
52,73,3,2002,3.50556730234134,5.99267466349234,0.277436091864757,0.028643204694524,34.694253044593
53,74,3,2002,4.3060518123959,5.5269373262231,0.075468216172537,0.030847220453817,34.5957002890892
54,75,3,2002,3.632444847608,5.72629694065459,0.179186462771203,0.016769541386869,34.6899158894397
55,76,3,2002,3.86467286168471,4.88601230206731,0.332960073920894,0.01806867133737,34.5775521809744
56,77,3,2002,5.0149152476239,4.69948345605066,0.218718318229939,0.040760278940165,34.6246169010595
57,78,3,2002,4.49729248900206,4.33802747360274,0.173839982421311,0.045264910127951,34.4246917703076
58,79,3,2002,4.25298499526416,1.31553480043544,0.09073988055013,0.027666330911009,33.936681622562
59,80,3,2002,1.51156715682685,-0.671725140226206,0.032599825092282,0.018313949885721,33.664129799328
60,81,3,2002,NA,-1.70112861835233,0.01501761669209,0.090802976681903,33.2497024082044
61,82,3,2002,NA,-1.79021914965053,NA,0.120854523906433,32.5709184140646
62,83,3,2002,NA,-1.77838313544752,NA,0.069088728085685,32.3713487775845
63,84,3,2002,NA,-1.77895606324208,NA,0.035971122707391,32.3795897811556
64,85,3,2002,NA,NA,NA,NA,NA
65,70,4,2002,6.31133498924121,9.99891119818718,0.364199752232754,0.022008102346215,35.094124259178
66,71,4,2002,7.6731368383777,8.63981137258492,0.293599523314206,0.039706557983677,35.0098434209322
67,72,4,2002,7.33037210120503,7.5391415875632,0.206203261617215,0.049654827936321,34.8658547752037
68,73,4,2002,3.81760385407139,6.19299718178025,0.313672195160483,0.031926736793348,34.752769892867
69,74,4,2002,3.99107539645306,5.88611888543412,0.154660617500462,0.025873128746471,34.6730371880263
70,75,4,2002,2.63989564482218,5.82863436251403,0.215104095899566,0.015951119176075,34.7199039857679
71,76,4,2002,3.61352712307325,5.18455912237327,0.359164050276337,0.028937743596562,34.6969382984978
72,77,4,2002,5.13618524579669,4.9610507661081,0.155427813103111,0.063716458811746,34.7607676723743
73,78,4,2002,4.55504749303069,4.55018124821579,0.150934813418649,0.040244945163872,34.500517082577
74,79,4,2002,4.8043057792963,2.11833470683392,0.123075615161463,0.036994226865016,34.0738943320209
75,80,4,2002,2.20815017095918,-0.281221703344232,0.057452789147702,0.022669527795045,33.7423312883436
76,81,4,2002,0,-1.62881527943108,NA,0.091272885406261,33.2711633550041
77,82,4,2002,NA,-1.79938844539157,NA,0.108110282835534,32.7335159117963
78,83,4,2002,NA,-1.78206784753806,NA,0.070923181307103,32.4323932484815
79,84,4,2002,NA,-1.78209031529471,NA,0.035965568255205,32.4362466807069
80,85,4,2002,NA,NA,NA,NA,NA
81,70,5,2002,7.44486407812524,10.2075648270479,0.310570165291916,0.047448705323838,35.0833992831635
82,71,5,2002,7.87007526955596,8.79985609331212,0.295162665978077,0.027110643023487,35.0305731058409
83,72,5,2002,6.95972388575852,7.73429220109926,0.243926048979789,0.066235474445,34.9186905256633
84,73,5,2002,3.7509245078627,6.40352983017693,0.393565278576957,0.02677301235414,34.8119996178085
85,74,5,2002,4,6.33057688478437,0.256366943115229,0.015389932319554,34.7684670425262
86,75,5,2002,2.51170107887102,6.01405112910469,0.190042546227172,0.00948363269907,34.7833793347025
87,76,5,2002,3.48165381581749,5.4902641699478,0.235450195519189,0.033469046365838,34.7872676494827
88,77,5,2002,4.49875825656322,5.12456548206479,0.106236725671599,0.064072729917277,34.8181637823154
89,78,5,2002,4.87228771641329,4.58896112484611,0.156464752945798,0.042159527119473,34.5247230107133
90,79,5,2002,5.54685453158039,3.14901158827538,0.186642170091923,0.063370232418742,34.21673839392
91,80,5,2002,3.55946154760288,0.105942679241816,0.035226754302278,0.034696399352477,33.8094039007417
92,81,5,2002,NA,-1.69898208344781,NA,0.08274109040249,33.2297294203828
93,82,5,2002,NA,-1.80394735746811,NA,0.084131145984109,32.8126170597098
94,83,5,2002,NA,-1.78896544882949,NA,0.064616544656104,32.5499896987455
95,84,5,2002,NA,-1.78431462320302,NA,0.036090031435666,32.4728161340537
96,85,5,2002,NA,NA,NA,NA,NA
97,70,6,2002,8.38275480226936,10.315471042877,0.374312765362312,0.047849401115731,35.0698450487847
98,71,6,2002,7.81948019941946,8.99933981535177,0.45782428517988,0.021685344421354,35.0595437943208
99,72,6,2002,6.32601078898511,8.03243241868367,0.296575921736762,0.058631077711917,34.971814623203
100,73,6,2002,3.87407072361765,6.6993642472708,0.429162749915026,0.041390633525816,34.8820220217929
101,74,6,2002,3.75595290252736,6.657575685191,0.226212288862134,0.039888598198006,34.8647599558887
102,75,6,2002,2.50106286536224,6.10280451150768,0.182472220655689,0.017492526674219,34.8609270406123
103,76,6,2002,3.24312078681021,5.71826530890911,0.105383926359289,0.040380574943281,34.8728548089388
104,77,6,2002,4.37126999817279,5.22391790196935,0.080790755648573,0.049037716456274,34.8358666788756
105,78,6,2002,5.81589063905987,4.78280281872843,0.23679308732347,0.048837744429422,34.6012699157586
106,79,6,2002,6.1190394863034,3.91869530524415,0.232284550307406,0.074854125236465,34.3500725993172
107,80,6,2002,4.13270105874657,-0.032715476081481,0.144405413591254,0.048185122497669,33.8017515402828
108,81,6,2002,NA,-1.7984325444723,NA,0.070844815174573,33.1912037692186
109,82,6,2002,NA,-1.80938863962398,NA,0.067253798580578,32.908325078456
110,83,6,2002,NA,-1.79375108099585,NA,0.060652757945593,32.6319323627263
111,84,6,2002,NA,-1.78653893111133,NA,0.037086433786111,32.5080120868052
112,85,6,2002,NA,NA,NA,NA,NA
113,70,7,2002,8.37732524706855,10.2562336403449,0.540775006105482,0.034533649640138,35.0699459124938
114,71,7,2002,8.25903327292185,8.9039470700834,0.40959361425716,0.030663960507814,35.0654947218334
115,72,7,2002,6.32862543279953,7.83530377841795,0.306993822480996,0.035792609694089,34.9994629260493
116,73,7,2002,3.5064941900465,7.10082118687099,0.203193397448686,0.05995670407027,34.9332707627507
117,74,7,2002,3.07291639894249,7.10740219704599,0.161052014254432,0.10184516292582,34.9560271703391
118,75,7,2002,2.17419864815661,6.45757339903937,0.139896678805428,0.075725707102981,34.9346754792685
119,76,7,2002,4,5.91916016373483,0.1103990346314,0.060606859340122,34.9325077068645
120,77,7,2002,4.5569073889336,5.34057049449412,0.073927532118304,0.03714728834367,34.8482663370265
121,78,7,2002,7.05504513899588,4.98399820936218,0.264623982450009,0.037129088166798,34.6626682538229
122,79,7,2002,7.56771279520325,4.05515803977482,0.369144685407517,0.044311672201105,34.4076124635368
123,80,7,2002,3.44437576145828,-0.42470978441129,0.188221960328871,0.05922156766936,33.7588132954858
124,81,7,2002,NA,-1.81492607749362,0.025114578895441,0.064253960750877,33.196505673614
125,82,7,2002,NA,-1.81108720202669,NA,0.061974343314744,32.9389478985441
126,83,7,2002,NA,-1.7969864379534,NA,0.066851563141997,32.6875591368312
127,84,7,2002,NA,-1.78795439978025,NA,0.032057594021404,32.5315332844978
128,85,7,2002,NA,NA,NA,NA,NA
129,70,8,2002,8.14051077969585,10.1173364192366,0.600983604367217,0.028061571720484,35.0502432832663
130,71,8,2002,7.06373088903834,8.79102252032271,0.454975991767774,0.028622435347628,35.0695620822269
131,72,8,2002,5.02440812407703,7.63639776577236,0.246044505624783,0.021726047555422,35.0334951011812
132,73,8,2002,2.38056491366415,7.34242514421755,0.138697954542297,0.047232649454738,34.9861505356652
133,74,8,2002,2.4439470071237,7.24773580507945,0.153842602887947,0.079420616324059,35.0056604873014
134,75,8,2002,1.30026032359761,6.86319853750298,0.149942771494702,0.091693056716316,34.9845782389313
135,76,8,2002,3.48967523060914,6.0360688886854,0.106783258576187,0.048766031014342,34.96197692519
136,77,8,2002,5.98881356428207,5.37838505056815,0.094219834500527,0.027766138106413,34.8697867572998
137,78,8,2002,6.85060503283012,4.98081677502059,0.378301049290874,0.021219184065987,34.7061382010913
138,79,8,2002,6.94419638969514,3.7020419375515,0.333103082799538,0.034259822844512,34.3749856927021
139,80,8,2002,3.19475029971774,-0.749337413138817,0.099094482890413,0.059299880750742,33.7293402618808
140,81,8,2002,NA,-1.819903549736,0.018201178031535,0.065612796918393,33.2556334335018
141,82,8,2002,NA,-1.81407990721242,NA,0.060049392642789,32.9922397216372
142,83,8,2002,NA,-1.79733693495713,NA,0.068575003751501,32.6939153923633
143,84,8,2002,NA,-1.78789662554887,NA,0.027209407689038,32.5302824178843
144,85,8,2002,NA,NA,NA,NA,NA
145,70,9,2002,8.50620384181548,10.0491232770481,0.707596415752463,0.044815344172811,34.9844082247251
146,71,9,2002,6.26149028349831,8.65300683585028,0.399616214556676,0.031049255706408,35.0611207764857
147,72,9,2002,4.82862663101732,7.70450202972865,0.211255506865232,0.028806767101029,35.0558282208589
148,73,9,2002,2,7.52408867903745,0.166256101979476,0.057591918250418,35.041971391376
149,74,9,2002,1.7509929405551,7.20659530013068,0.168445535553205,0.026932543678938,35.0203007550091
150,75,9,2002,1.36648632729445,6.73110637289741,0.123738737027812,0.039618911141226,35.0026161916099
151,76,9,2002,4.42087007118731,5.96611777513251,0.113820230425181,0.023431555551264,34.9605881634771
152,77,9,2002,5.87873000182721,5.50117001902552,0.075110938356478,0.023658179519938,34.9044654030461
153,78,9,2002,2.54868393140207,4.69812746085522,0.384857106062231,0.01846602054646,34.740122241553
154,79,9,2002,2.47895425118515,3.60929503810191,0.319590739383506,0.043205424687737,34.3164087537771
155,80,9,2002,3.62244685915263,-0.605094415448334,0.18690881635066,0.071385939140894,33.7936658730885
156,81,9,2002,NA,-1.82880078136924,NA,0.066302183346409,33.3144858529439
157,82,9,2002,NA,-1.81497698345974,NA,0.063454253213327,33.0059060525593
158,83,9,2002,NA,-1.79695273631842,NA,0.071786115445918,32.6859662576687
159,84,9,2002,NA,-1.78905211017656,NA,0.023860560627172,32.5512773555535
160,85,9,2002,NA,NA,NA,NA,NA
161,70,10,2002,8.32219528218201,9.95627580764014,0.546160345136983,0.063291260646722,34.9358215495703
162,71,10,2002,6.56783940807033,8.46286970057686,0.290218295774287,0.024880787169364,35.0490938417868
163,72,10,2002,4.50348618069048,7.9548175533376,0.219124249211425,0.034168478279272,35.0561704514239
